Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location,Location_2,Population,STATEFP,PLACEFP,PLACENS,GEOID,GEOIDFQ,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,NUMPOINTS
WC,WISCONSIN CENTRAL LTD.,2021,1074278,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=WC107427820210620,21,6,,,,,,WC,WISCONSIN CENTRAL LTD.,1074278,21,6,,20,6/20/2021,6:22 PM,1,Derailment,0,0,0,0,MATTESON,,,GARY,46,18,IN,INDIANA,89,LAKE,4,80,2,Day,1,Clear,2,Yard,KC35,1,,4,West,7,Yard/switching,Yes,YKPS,2,Estimated,2,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,RPCX,1430,1,No,,,0,,0,0,No,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11032,1216,13150,H018,Failure to properly secure hand brake on car(s) (railroad  employee),,,H018,Failure to properly secure hand brake on car(s) (railroad  employee),1,0,1,0,1,22,1,22,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.629563,-87.406387,"CREW OF YKPS07 MOVED PASSENGER CAR RPCX 1430 FROM KC35 THEN KICKED IT INTO THE RETARDERS. THE CREW WENT BACK TO KC35 AND COUPLED UP
THE TRACK AND PULLED OUT. RPCX 1430 DID NOT HAVE A HAND BRAKE AND AS A RESULT, THE CAR TO ROLLED OUT AND SWIPED CARS IN KC37.",Yard,1,No,No,3,WC1074278202106,WC1074278202106,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,,,,,,,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,POINT (-87.406387 41.629563),Gary city,"67,972",18,27000,2394863,1827000,1600000US1827000,Gary,Gary city,25,C1,N,G4110,A,129322611,1893789,41.5907404,-87.3471127,196
CSX,CSX Transportation,2014,126522,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00012652220140227,14,2,,,,,,CSX,CSX Transportation,126522,14,2,,27,2/27/2014,6:00 AM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,AVON,9,18,IN,INDIANA,63,HENDRICKS,4,14,4,Dark,1,Clear,2,Yard,6,1,0,3,East,7,Yard/switching,Yes,Y393,0,Estimated,11,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,GPFX,10766,1,No,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17725,0,17825,T305,"Retarder worn, broken, or malfunctioning",,,T305,"Retarder worn, broken, or malfunctioning",1,0,0,0,6,30,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,39.759222,-86.353899,"SINGLE CAR WAS HUMPED INTO 006 (ADMX 650185), ANOTHER SINGLE CAR WAS HUMPED INTO 006 (TILX 63864) AND THE CARS COUPLED INTO EACH OTHER. WHILE ROLLING EAST IN TRACK 006. THE INERT RETARDERS FAILED TO STOP THE MOVEMENT AND CUT BECAME AN OVERSPEED AND CARS RAN INTO THE CUT BEING PULLED OUT OF 005 TRACK.",Yard,1,1,1,3,CSX000126522201402,CSX000126522201402,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.353899 39.759222),Plainfield town,"36,074",18,60246,2396859,1860246,1600000US1860246,Plainfield,Plainfield town,43,C1,N,G4110,A,69658191,334414,39.6931926,-86.3719847,240
CSX,CSX Transportation,2014,126522,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00012652220140227,14,2,,,,,,CSX,CSX Transportation,126522,14,2,,27,2/27/2014,6:00 AM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,AVON,9,18,IN,INDIANA,63,HENDRICKS,4,14,4,Dark,1,Clear,2,Yard,6,1,0,3,East,7,Yard/switching,Yes,Y393,0,Estimated,11,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,GPFX,10766,1,No,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17725,0,17825,T305,"Retarder worn, broken, or malfunctioning",,,T305,"Retarder worn, broken, or malfunctioning",1,0,0,0,6,30,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,39.759222,-86.353899,"SINGLE CAR WAS HUMPED INTO 006 (ADMX 650185), ANOTHER SINGLE CAR WAS HUMPED INTO 006 (TILX 63864) AND THE CARS COUPLED INTO EACH OTHER. WHILE ROLLING EAST IN TRACK 006. THE INERT RETARDERS FAILED TO STOP THE MOVEMENT AND CUT BECAME AN OVERSPEED AND CARS RAN INTO THE CUT BEING PULLED OUT OF 005 TRACK.",Yard,1,1,1,3,CSX000126522201402,CSX000126522201402,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.353899 39.759222),Avon town,"23,611",18,2908,2396582,1802908,1600000US1802908,Avon,Avon town,43,C1,N,G4110,A,50061965,392570,39.7607134,-86.3941455,241
NS,Norfolk Southern Railway Company,2022,151046,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS15104620221003,22,10,,,,,,NS,Norfolk Southern Railway Company,151046,22,10,478462N,3,10/3/2022,3:05 PM,7,Hwy-rail crossing,10,0,0,0,CHICAGO,,,SOUTH WHITLEY,B398.2,18,IN,INDIANA,183,WHITLEY,4,70,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,5,54,3,East,1,Freight Train,Yes,12QL,50,Estimated,50,10907,1,Signaled,,Signal Indication,J,Positive Train Control,,,,,0,Not a remotely controlled operation,NS,4382,1,No,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,69,0,64,0,0,0,0,0,0,0,13829,0,13829,M302,Highway user inattentiveness,,,M302,Highway user inattentiveness,1,0,1,0,7,45,7,45,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.089303,-85.647328,NS TRAIN 12QL403 STRUCK A VEHICLE AT A HWY-GRADE CROSSING.,Main,5,1,1,1,NS151046202210,NS151046202210,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.647328 41.089303),South Whitley town,"1,818",18,71612,2397668,1871612,1600000US1871612,South Whitley,South Whitley town,43,C1,N,G4110,A,2206383,48076,41.0840479,-85.6245342,2
NS,Norfolk Southern Railway Company,2023,152576,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS15257620230318,23,3,,,,,,NS,Norfolk Southern Railway Company,152576,23,3,,18,3/18/2023,10:46 AM,1,Derailment,0,0,0,0,ELKHART TERMINAL,,,ELKHART,CD422.,18,IN,INDIANA,39,ELKHART,4,17,2,Day,1,Clear,2,Yard,HUMP LEAD,2,,3,East,5,Single Car,Yes,NOTR,4,Estimated,4,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,1,Remote control portable transmitter,RCPE,847835,1,No,RCPE,847835,1,No,,,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6650,19376,29452,E67C,Damaged flange or tread (build up),,,E67C,Damaged flange or tread (build up),1,0,1,0,4,14,4,14,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.677392,-85.978437,NS TRAIN BE11 PULLED OUT OF CLASS YARD AND DERAILED DUE TO BUILD UP ON THE WHEELS.,Yard,2,1,1,1,NS152576202303,NS152576202303,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.978437 41.677392),Elkhart city,"53,801",18,20728,2394653,1820728,1600000US1820728,Elkhart,Elkhart city,25,C1,Y,G4110,A,71878111,2495562,41.6915435,-85.962248,182
NS,Norfolk Southern Railway Company,2023,152052,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS15205220230120,23,1,,,,,,NS,Norfolk Southern Railway Company,152052,23,1,,20,1/20/2023,2:14 AM,4,Side collision,0,0,0,0,ELKHART TERMINAL,,,ELKHART,CD422.,18,IN,INDIANA,39,ELKHART,4,38,4,Dark,2,Cloudy,2,Yard,NORTH DRILL,2,,4,West,8,Light loco(s),Yes,NOTR,6,Recorded,8,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,1,Remote control portable transmitter,NS,6152,1,No,,,0,,,,No,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,7829,286151,H307,"Shoving movement, man on or at leading end of movement, failure to control",,,H307,"Shoving movement, man on or at leading end of movement, failure to control",1,0,1,0,2,45,2,45,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,41.677392,-85.978437,"NS TRAIN BE43 WAS SHOVING INTO 4W WHEN BE45 RAN INTO  THE CARS ON BE43, CAUSING A SIDE SWIPE DERAILMENT INSIDE THE YARD.",Yard,2,1,1,3,NS152052202301,NS152052202301,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.978437 41.677392),Elkhart city,"53,801",18,20728,2394653,1820728,1600000US1820728,Elkhart,Elkhart city,25,C1,Y,G4110,A,71878111,2495562,41.6915435,-85.962248,182
NS,Norfolk Southern Railway Company,2023,152576,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS15257620230318,23,3,,,,,,NS,Norfolk Southern Railway Company,152576,23,3,,18,3/18/2023,10:46 AM,1,Derailment,0,0,0,0,ELKHART TERMINAL,,,ELKHART,CD422.,18,IN,INDIANA,39,ELKHART,4,17,2,Day,1,Clear,2,Yard,HUMP LEAD,2,,3,East,5,Single Car,Yes,NOTR,4,Estimated,4,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,1,Remote control portable transmitter,WGR,16258,2,No,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3426,0,29452,E67C,Damaged flange or tread (build up),,,E67C,Damaged flange or tread (build up),0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.677392,-85.978437,NS TRAIN BE11 PULLED OUT OF CLASS YARD AND DERAILED DUE TO BUILD UP ON THE WHEELS.,Yard,2,1,1,3,NS152576202303,NS152576202303,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.978437 41.677392),Elkhart city,"53,801",18,20728,2394653,1820728,1600000US1820728,Elkhart,Elkhart city,25,C1,Y,G4110,A,71878111,2495562,41.6915435,-85.962248,182
CSX,CSX Transportation,2022,208892,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00020889220221217,22,12,,,,,,CSX,CSX Transportation,208892,22,12,,17,12/17/2022,12:00 AM,4,Side collision,1,0,0,0,INDIANAPOLIS TERMINA,,,INDIANAPOLIS,9,18,IN,INDIANA,63,HENDRICKS,4,32,4,Dark,2,Cloudy,2,Yard,AVON YARD,1,0,4,West,7,Yard/switching,Yes,Y290,4,Estimated,4,0,2,Not Signaled,,Other Than Main Track,,,,,,,1,Remote control portable transmitter,CITX,700686,1,No,,,0,,0,0,No,1,0,0,0,0,0,0,0,0,0,48,0,6,0,0,0,0,1,0,0,18755,0,21021,H307,"Shoving movement, man on or at leading end of movement, failure to control",,,H307,"Shoving movement, man on or at leading end of movement, failure to control",1,0,0,0,9,30,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,39.759798,-86.327516,EMPLOYEE FAILED TO CONTROL  SHOVE MOVE RESULTING IN Y29117 TO SIDE SWIPE Y29017 CAUSING IT TO DERAIL.,Yard,1,1,1,3,CSX000208892202212,CSX000208892202212,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.327516 39.759798),Indianapolis city (balance),"880,621",18,36003,2395424,1836003,1600000US1836003,Indianapolis city (balance),Indianapolis city (balance),0,C8,Y,G4110,F,935028527,17916811,39.7766644,-86.1459355,202
CSX,CSX Transportation,2022,208892,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00020889220221217,22,12,,,,,,CSX,CSX Transportation,208892,22,12,,17,12/17/2022,12:00 AM,4,Side collision,1,0,0,0,INDIANAPOLIS TERMINA,,,INDIANAPOLIS,9,18,IN,INDIANA,63,HENDRICKS,4,32,4,Dark,2,Cloudy,2,Yard,AVON YARD,1,0,4,West,7,Yard/switching,Yes,Y290,4,Estimated,4,0,2,Not Signaled,,Other Than Main Track,,,,,,,1,Remote control portable transmitter,CITX,700686,1,No,,,0,,0,0,No,1,0,0,0,0,0,0,0,0,0,48,0,6,0,0,0,0,1,0,0,18755,0,21021,H307,"Shoving movement, man on or at leading end of movement, failure to control",,,H307,"Shoving movement, man on or at leading end of movement, failure to control",1,0,0,0,9,30,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,39.759798,-86.327516,EMPLOYEE FAILED TO CONTROL  SHOVE MOVE RESULTING IN Y29117 TO SIDE SWIPE Y29017 CAUSING IT TO DERAIL.,Yard,1,1,1,3,CSX000208892202212,CSX000208892202212,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.327516 39.759798),Plainfield town,"36,074",18,60246,2396859,1860246,1600000US1860246,Plainfield,Plainfield town,43,C1,N,G4110,A,69658191,334414,39.6931926,-86.3719847,240
CSX,CSX Transportation,2022,208892,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00020889220221217,22,12,,,,,,CSX,CSX Transportation,208892,22,12,,17,12/17/2022,12:00 AM,4,Side collision,1,0,0,0,INDIANAPOLIS TERMINA,,,INDIANAPOLIS,9,18,IN,INDIANA,63,HENDRICKS,4,32,4,Dark,2,Cloudy,2,Yard,AVON YARD,1,0,4,West,7,Yard/switching,Yes,Y290,4,Estimated,4,0,2,Not Signaled,,Other Than Main Track,,,,,,,1,Remote control portable transmitter,CITX,700686,1,No,,,0,,0,0,No,1,0,0,0,0,0,0,0,0,0,48,0,6,0,0,0,0,1,0,0,18755,0,21021,H307,"Shoving movement, man on or at leading end of movement, failure to control",,,H307,"Shoving movement, man on or at leading end of movement, failure to control",1,0,0,0,9,30,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,39.759798,-86.327516,EMPLOYEE FAILED TO CONTROL  SHOVE MOVE RESULTING IN Y29117 TO SIDE SWIPE Y29017 CAUSING IT TO DERAIL.,Yard,1,1,1,3,CSX000208892202212,CSX000208892202212,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.327516 39.759798),Avon town,"23,611",18,2908,2396582,1802908,1600000US1802908,Avon,Avon town,43,C1,N,G4110,A,50061965,392570,39.7607134,-86.3941455,241
WC,WISCONSIN CENTRAL LTD.,2023,1127514,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=WC112751420230309,23,3,,,,,,WC,WISCONSIN CENTRAL LTD.,1127514,23,3,,9,3/9/2023,11:38 AM,1,Derailment,0,0,0,0,MATTESON,,,GARY,45.4,18,IN,INDIANA,89,LAKE,4,39,2,Day,2,Cloudy,2,Yard,NORTH HUMP LEAD,1,,3,East,7,Yard/switching,Yes,YKHS,4,Estimated,4,126,2,Not Signaled,,Other Than Main Track,,,,,,,,,BCOL,730146,3,No,,,0,,,,No,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,51294,9577,60871,E04C,"Other brake components damaged, worn, broken, or disconnected",,,E04C,"Other brake components damaged, worn, broken, or disconnected",1,0,0,0,2,23,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.630071,-87.412262,"AT APPROXIMATELY 1138, THE YKHS02 JOB DOUBLE KN03 TO KN06. ONCE IN 1 PIECE, THE RCO WENT TO PULL THETRACK BACK ON THE NORTH HUMP LEAD. THE CUT OF CARS TRAVERSED ABOUT 3 CAR LENGTHS OVER SWITCH 64 & 65 WHEN THE HEAD CAR, BCOL 730146 (EMPTY CENTER BEAM), SHIFTED AS IT GOT LIFTED OFF THE CENTER SILL DUE TO DRAGGING BRAKE RIGGING. THE RCO BROUGHT THE CUT TO A STOP BUT ULTIMATELY ENDED UP DERAILING THE HEAD 3 CARS. DERAILED CARS - BCOL730146,NOKL733874,AOK29321",Yard,1,No,No,1,WC1127514202303,WC1127514202303,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,,,,,,,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,POINT (-87.412262 41.630071),Gary city,"67,972",18,27000,2394863,1827000,1600000US1827000,Gary,Gary city,25,C1,N,G4110,A,129322611,1893789,41.5907404,-87.3471127,196
NS,Norfolk Southern Railway Company,2022,145485,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS14548520220608,22,6,,,,,,NS,Norfolk Southern Railway Company,145485,22,6,,8,6/8/2022,10:27 AM,12,Other impacts,0,0,0,0,CHICAGO LINE-ELKHART,,,ELKHART,CD424.,18,IN,INDIANA,39,ELKHART,4,72,2,Day,1,Clear,2,Yard,CLASS TRACK 67,1,0,4,West,5,Single Car,No,NOTR,0,Estimated,2,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,ATW,300870,1,No,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16562,0,17250,M411,Passed couplers (automated classification yard),,,M411,Passed couplers (automated classification yard),0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.66849,-86.01427,DURING STANDARD HUMP OPERATIONS BE11 USING CONSIST 858-3342-6206 IN AUTOMATIC MODE HUMPED ATW 300807INTO CLASS TRACK 67 FOLLOWED BY CRYX 5942. THERE CRYX 5942 B-END COUPLER BYPASSED B-END COUPLER OFATW 300870 ROLLING THE NORTH RAIL DERAILING ATW 3000870 L1 & L2 WHEELS.,Yard,1,1,1,1,NS145485202206,NS145485202206,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-86.01427 41.66849),Elkhart city,"53,801",18,20728,2394653,1820728,1600000US1820728,Elkhart,Elkhart city,25,C1,Y,G4110,A,71878111,2495562,41.6915435,-85.962248,182
NS,Norfolk Southern Railway Company,2021,143386,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS14338620211106,21,11,,,,,,NS,Norfolk Southern Railway Company,143386,21,11,,6,11/6/2021,6:20 PM,12,Other impacts,0,0,0,0,CHICAGO LINE-ELKHART,,,ELKHART,CD422.,18,IN,INDIANA,39,ELKHART,4,55,3,Dusk,1,Clear,2,Yard,GROUP 1-3 LEAD,1,0,4,West,5,Single Car,Yes,NOTR,3,Estimated,3,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,HWCX,8800,1,Yes,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3301,0,32790,S006,Classification yard automatic control system switch failure,,,S006,Classification yard automatic control system switch failure,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.677391,-85.978436,"WHILE BE22 HUMPING IN NORMAL OPERATION, SWITCH FAILURE ON 27 SWITCH ALLOWED TRAILING SET OF TRUCKS ON AOKX 498761 TO TRAVERSE WRONG LEAD LEAD (LEAD SET OF TRUCKS ON GROUP 1-3 LEAD WHILE TRAILING SET OF TRUCKS ON GROUP 4-5 LEAD), AOKX 498761 WAS THENIMPACTED BY HWCX 8800 DERAILING BOTH CARS.",Yard,1,1,1,1,NS143386202111,NS143386202111,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.978436 41.677391),Elkhart city,"53,801",18,20728,2394653,1820728,1600000US1820728,Elkhart,Elkhart city,25,C1,Y,G4110,A,71878111,2495562,41.6915435,-85.962248,182
GTW,GRAND TRUNK WESTERN RAILROAD INC.,2022,1120572,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=GTW112057220221211,22,12,,,,,,GTW,GRAND TRUNK WESTERN RAILROAD INC.,1120572,22,12,,11,12/11/2022,9:45 AM,1,Derailment,44,0,0,0,SOUTH BEND,,,VALPARAISO,54.82,18,IN,INDIANA,127,PORTER,4,37,2,Day,2,Cloudy,1,Main,SINGLE MAIN TRACKS,3,49.95,3,East,1,Freight Train,Yes,M394,20,Estimated,20,13307,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,ADMX,51289,59,Yes,ADMX,51289,59,Yes,,,No,4,0,0,0,0,0,0,0,0,0,82,0,62,0,0,1,0,0,0,0,2128,168452,170580,E53C,Journal (roller bearing) failure from overheating,,,E53C,Journal (roller bearing) failure from overheating,1,0,1,0,3,25,3,25,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,41.479604,-87.072258,"CREW STOPPED BY THE MP 56.1 DETECTOR FOR A HOT BEARING AT AXLE 241. UPON INSPECTION, THE CONDUCTOR FOUND LINE 55 ADMX 51289, LOADED STARCH, HAD DERAILED ONE SET OF TRUCKS UPRIGHT.",Main,3,No,No,1,GTW1120572202212,GTW1120572202212,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,,,,,,,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,POINT (-87.072258 41.479604),Valparaiso city,"34,565",18,78326,2397114,1878326,1600000US1878326,Valparaiso,Valparaiso city,25,C1,N,G4110,A,43456314,124950,41.479812,-87.0522726,2
